ticker,company,sector,industry,country,market_cap,fiscal_year_end_month,biz_model,market_cap_str,exclude_analysis
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,United States,116610252800,1,"Lowe's Companies, Inc., together with its subsidiaries, operates as a home improvement retailer in the United States and Canada. It provides a line of products for construction, maintenance, repair, remodeling, and decorating.",$116.6B,False
SYK,Stryker Corporation,Healthcare,Medical Devices,United States,115594772480,12,"Stryker Corporation operates as a medical technology company in the United States and internationally. It operates through two segments, MedSurg and Neurotechnology, and Orthopaedics.",$115.6B,False
VRT,Vertiv Holdings Co,Industrials,Electrical Equipment & Parts,United States,115451584512,12,"Vertiv Holdings Co designs, manufactures, and services critical digital infrastructure technologies and life cycle services for data centers, communication networks, and commercial and industrial environments in the Americas, the Asia Pacific, Europe, the Middle East, and Africa. The company offers AC and DC power management products, low/medium voltage switchgear, busbar, thermal management products, air cooled and liquid cooled thermal management products, integrated modular solutions, racks, single phase UPS, rack power distribution, rack thermal systems, configurable integrated solutions, energy storage solutions, hardware, and software infrastructure that are integral to the technologies used for various services, including artificial intelligence, e-commerce, online banking, file sharing, video on-demand, energy storage, wireless communications, Internet of Things, and online gaming.",$115.5B,False
BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - General,United States,113477902336,12,"Bristol-Myers Squibb Company discovers, develops, licenses, manufactures, markets, distributes, and sells biopharmaceutical products worldwide. It offers products for oncology, hematology, immunology, cardiovascular, neuroscience.",$113.5B,False
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,United States,112425648128,12,"Vertex Pharmaceuticals Incorporated operates as a biotechnology company in the United States, Europe, and internationally. The company offers transformative medicines for people with serious diseases with a focus on specialty markets, such as cystic fibrosis (CF), sickle cell disease (SCD), transfusion dependent beta thalassemia (TDT), and acute pain.",$112.4B,False
COF,Capital One Financial Corporation,Financial Services,Credit Services,United States,112255393792,12,"Capital One Financial Corporation operates as the financial services holding company for the Capital One, National Association, which engages in the provision of various financial products and services in the United States, Canada, and the United Kingdom. It operates through three segments: Credit Card, Consumer Banking, and Commercial Banking.",$112.3B,True
PH,Parker-Hannifin Corporation,Industrials,Specialty Industrial Machinery,United States,111351939072,6,"Parker-Hannifin Corporation manufactures and sells motion and control technologies and systems for aerospace and defense, in-plant and industrial equipment, transportation, off-highway, energy, and HVAC and refrigeration markets in North America, Europe, Asia Pacific, and Latin America. The company operates through two segments: Diversified Industrial and Aerospace Systems.",$111.4B,False
CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,United States,108737699840,12,"Cadence Design Systems, Inc. develops computational, AI-driven software, hardware, and silicon intellectual property products and solutions.",$108.7B,False
SBUX,Starbucks Corporation,Consumer Cyclical,Restaurants,United States,108066349056,9,"Starbucks Corporation, together with its subsidiaries, operates as a roaster, marketer, and retailer of coffee internationally. The company operates through three segments: North America, International, and Channel Development.",$108.1B,False
ACN,Accenture plc,Technology,Information Technology Services,Ireland,107350343680,8,"Accenture plc provides strategy and consulting, industry X, song, and technology and operation services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It offers systems integration and application management; security; intelligent platform; infrastructure; software engineering; data, AI, cloud; and automation and global delivery services.",$107.4B,False
NEM,Newmont Corporation,Basic Materials,Gold,United States,105677045760,12,"Newmont Corporation operates as a gold producer. It also explores for copper, silver, lead, zinc, and other metals.",$105.7B,False
EQIX,"Equinix, Inc.",Real Estate,REIT - Specialty,United States,104811929600,12,"Equinix, Inc. shortens the path to boundless connectivity anywhere in the world.",$104.8B,True
FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,United States,104798019584,12,"Fortinet, Inc. provides cybersecurity and convergence of networking and security solutions worldwide.",$104.8B,False
PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,United States,104113225728,12,"Quanta Services, Inc. offers infrastructure solutions for the electric and gas utility, power generation, load center, manufacturing, communications, pipeline, and energy industries.",$104.1B,False
MDT,Medtronic plc,Healthcare,Medical Devices,Ireland,103596679168,4,"Medtronic plc develops, manufactures, and sells device-based medical therapies to healthcare systems, physicians, clinicians, and patients in the United States, Ireland, and internationally. The Cardiovascular Portfolio segment offers implantable cardiac pacemakers, cardioverter defibrillators, and cardiac resynchronization therapy devices; cardiac ablation products; insertable cardiac monitor systems; TYRX products; and remote monitoring and patient-centered software.",$103.6B,False
MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,United States,103213006848,12,"Marriott International, Inc. engages in the operation, franchise, and licensing of hotel, residential, timeshare, and other lodging properties in the U.S.",$103.2B,False
SO,The Southern Company,Utilities,Utilities - Regulated Electric,United States,102900047872,12,"The Southern Company, through its subsidiaries, engages in the sale of electricity. The company offers electric service to retail customers and wholesale customers; and energy-related products and services to natural gas choice markets.",$102.9B,False
TT,Trane Technologies plc,Industrials,Building Products & Equipment,Ireland,101446778880,12,"Trane Technologies plc designs, manufactures, sells, and services of solutions for heating, ventilation, air conditioning, and custom and transport refrigeration. It offers air conditioners, exchangers, and handlers; airside and terminal devices; air sourced heat pumps; chillers; coils and condensers; auxiliary power, cold storage, and condensing units; controls contracting and commissioning, decarbonization programs, and gensets; dehumidifiers; energy and water efficiency programs; energy recovery ventilators and power solutions; energy storage; furnaces; home automation; humidifiers; HVAC performance-monitoring products; and indoor air quality assessments and related products for HVAC and transport solutions.",$101.4B,False
ADBE,Adobe Inc.,Technology,Software - Application,United States,99024961536,11,Adobe Inc. operates as a technology company worldwide.,$99.0B,False
